timestamp_utc,SEZ2011,COMUNE,gap_score,cand_id,lat,lon,road_class,is_intersection,current_speed_kmh,free_flow_speed_kmh,congestione,road_closure
2026-07-21T18:05:09+00:00,151840000006,Robecco sul Naviglio,0.7230185825971769,3,45.43399,8.883457,primary,True,43,43,0.0,False
2026-07-21T18:05:09+00:00,151840000003,Robecco sul Naviglio,0.7196016242096119,1,45.435959,8.887438,primary,True,49,49,0.0,False
2026-07-21T18:05:09+00:00,151840000003,Robecco sul Naviglio,0.7196016242096119,2,45.432398,8.884649,primary,True,43,43,0.0,False
2026-07-21T18:05:09+00:00,151840000003,Robecco sul Naviglio,0.7196016242096119,3,45.43399,8.883457,primary,True,43,43,0.0,False
2026-07-21T18:05:09+00:00,151780000010,Pozzuolo Martesana,0.7180720735800431,1,45.513922,9.461084,tertiary,True,58,58,0.0,False
2026-07-21T18:05:09+00:00,151780000010,Pozzuolo Martesana,0.7180720735800431,2,45.513725,9.461384,tertiary,True,58,58,0.0,False
2026-07-21T18:05:09+00:00,151780000010,Pozzuolo Martesana,0.7180720735800431,3,45.513174,9.460869,tertiary,True,58,58,0.0,False
2026-07-21T18:05:09+00:00,151030000093,Gaggiano,0.7171341415902132,1,45.380396,9.028302,secondary,True,68,68,0.0,False
2026-07-21T18:05:09+00:00,151030000093,Gaggiano,0.7171341415902132,2,45.381317,9.028157,secondary,True,68,68,0.0,False
2026-07-21T18:05:09+00:00,151030000093,Gaggiano,0.7171341415902132,3,45.379373,9.028341,secondary,True,68,68,0.0,False
2026-07-21T18:05:09+00:00,150990000001,Dairago,0.7159220448648945,1,45.566352,8.865884,tertiary,True,41,41,0.0,False
2026-07-21T18:05:09+00:00,150990000001,Dairago,0.7159220448648945,2,45.566086,8.859336,tertiary,True,46,46,0.0,False
2026-07-21T18:05:09+00:00,150990000001,Dairago,0.7159220448648945,3,45.563743,8.857578,tertiary,True,53,53,0.0,False
2026-07-21T18:05:09+00:00,150770000393,Cinisello Balsamo,0.714057724663571,1,45.569145,9.206454,unclassified,True,45,45,0.0,False
2026-07-21T18:05:09+00:00,150770000393,Cinisello Balsamo,0.714057724663571,2,45.570261,9.20595,unclassified,True,45,45,0.0,False
2026-07-21T18:05:09+00:00,150770000393,Cinisello Balsamo,0.714057724663571,3,45.569931,9.206022,unclassified,True,45,45,0.0,False
2026-07-21T18:05:09+00:00,150770000310,Cinisello Balsamo,0.7121097120693088,1,45.56794,9.210241,tertiary,True,45,45,0.0,False
2026-07-21T18:05:09+00:00,150770000310,Cinisello Balsamo,0.7121097120693088,2,45.56989,9.209672,tertiary,True,43,43,0.0,False
2026-07-21T18:05:09+00:00,150770000310,Cinisello Balsamo,0.7121097120693088,3,45.569569,9.209737,tertiary,True,45,45,0.0,False
