SEZ2011,COMUNE,gap_score,popolazione_eta_guida_stimata
150700000070,Cernusco sul Naviglio,0.491725996877408,252.0
151060000028,Gessate,0.49158025667591126,152.0
151460002824,Milano,0.4906221230739927,266.0
151570000005,Novate Milanese,0.4905211150135495,198.0
150320000084,Bresso,0.4904749399002041,174.0
151390000008,Mediglia,0.490128626550113,119.0
150600000041,Cassina de' Pecchi,0.4900680217138471,292.0
151050000018,Garbagnate Milanese,0.49001030282216523,415.0
151460003059,Milano,0.4899843293209084,150.0
151150000009,Lacchiarella,0.4896033846358082,164.0
151030000062,Gaggiano,0.48897713466106024,167.0
151300000221,Magenta,0.48877223259558966,89.0
150770000382,Cinisello Balsamo,0.48779101143699843,51.0
151810000007,Rescaldina,0.4877433933513608,468.0
150860000035,Cormano,0.48766402987529833,326.0
151460005187,Milano,0.48766402987529833,151.0
151180000031,Legnano,0.48735523380480045,220.0
150090000100,Arese,0.48666837899378657,125.0
151700000075,Pero,0.4863826704799615,184.0
151420000024,Melzo,0.48631917969911137,270.0
151750000047,Pioltello,0.4862499170290932,290.0
150360000044,Buccinasco,0.48623837325075686,90.0
150770000009,Cinisello Balsamo,0.4862354873061728,222.0
151030000141,Gaggiano,0.48610850574447273,45.0
150600000011,Cassina de' Pecchi,0.4858170253414794,88.0
151460004774,Milano,0.48573188997624867,277.0
150770000311,Cinisello Balsamo,0.4854360806563793,91.0
150770000151,Cinisello Balsamo,0.4851619159208904,167.0
151660000290,Paderno Dugnano,0.48491083874207447,237.0
150770000239,Cinisello Balsamo,0.484864663628729,163.0
150150000013,Basiglio,0.48452412216780616,133.0
151180000030,Legnano,0.4842124401527242,375.0
150720000005,Cerro Maggiore,0.4836381371804899,737.0
151650000003,Ozzero,0.4835861901779762,60.0
151570000118,Novate Milanese,0.4834880680621171,232.0
151570000126,Novate Milanese,0.4832889378858147,124.0
151460004777,Milano,0.48317927199161925,319.0
150380000015,Buscate,0.4831792719916192,209.0
151820000322,Rho,0.48297148398156464,377.0
151300000002,Magenta,0.48284161647528046,124.0
150770000049,Cinisello Balsamo,0.48258476740729617,176.0
151890000099,Rozzano,0.4823308042838962,181.0
151660000271,Paderno Dugnano,0.48223268216803705,214.0
150020000203,Abbiategrasso,0.48213456005217786,197.0
150700000021,Cernusco sul Naviglio,0.48185750937210503,162.0
150740000029,Cesano Boscone,0.4816093181378731,281.0
151890000031,Rozzano,0.4812875353167468,403.0
151890000216,Rozzano,0.48069447370471585,121.0
151460004139,Milano,0.48055594836467946,182.0
151660000076,Paderno Dugnano,0.48013748639998616,73.0
151660000060,Paderno Dugnano,0.4801230566770657,189.0
150740000003,Cesano Boscone,0.4786858562741878,288.0
152370000012,Vignate,0.47847518231954905,141.0
151570000088,Novate Milanese,0.4784318931507877,239.0
150770000149,Cinisello Balsamo,0.4783597445361854,206.0
150770000418,Cinisello Balsamo,0.47829913969991944,165.0
151570000008,Novate Milanese,0.4782673943094945,171.0
151460004130,Milano,0.4782010175840603,271.0
150120000115,Bareggio,0.47784316045563296,80.0
151460004262,Milano,0.4775257065513828,275.0
151460003113,Milano,0.4773034888184077,116.0
151400000005,Melegnano,0.47714476186628263,217.0
151300000037,Magenta,0.47674650151367787,100.0
150770000410,Cinisello Balsamo,0.47637710060691413,149.0
150770000035,Cinisello Balsamo,0.4762530049897981,103.0
151660000115,Paderno Dugnano,0.4762356893222936,160.0
150770000238,Cinisello Balsamo,0.4748475499773453,132.0
150770000020,Cinisello Balsamo,0.47458781496477703,126.0
151720000011,Pessano con Bornago,0.4745676133526883,113.0
151460003227,Milano,0.4741376076096587,122.0
151660000289,Paderno Dugnano,0.473895188264595,250.0
151590000044,Opera,0.4735806203049289,212.0
151460004131,Milano,0.4731592723956514,254.0
151460004196,Milano,0.47306980811354465,143.0
151030000095,Gaggiano,0.4730034313881104,79.0
152040000071,Sedriano,0.47295725627476504,157.0
150960000009,Cuggiono,0.47259651320175355,409.0
150700000020,Cernusco sul Naviglio,0.4725734256450807,197.0
151030000128,Gaggiano,0.47221268257206933,166.0
151460003047,Milano,0.4713497851414257,256.0
151810000021,Rescaldina,0.4712199176351416,282.0
151400000036,Melegnano,0.47090246373089145,254.0
151570000105,Novate Milanese,0.4707264211112618,160.0
151460004437,Milano,0.4705850098266413,119.0
151460003063,Milano,0.470074197635257,126.0
152290000011,Vanzago,0.46976828750934324,96.0
151460003045,Milano,0.46959224488971363,190.0
151660000026,Paderno Dugnano,0.46874666312657465,199.0
152370000030,Vignate,0.46866297073363594,127.0
151300000223,Magenta,0.46855907672860864,101.0
151570000039,Novate Milanese,0.4678347046380015,161.0
152110000052,Settimo Milanese,0.46742778645164457,136.0
151660000220,Paderno Dugnano,0.4672142265524217,107.0
151460004439,Milano,0.4669458337061012,80.0
152060000015,Senago,0.46692563209401255,243.0
152430000042,Vittuone,0.46646388096055785,121.0
151460002753,Milano,0.46632246967593727,248.0
151460005630,Milano,0.46565870242159607,328.0
151460003209,Milano,0.46556923813948925,190.0
150770000219,Cinisello Balsamo,0.4651334605072913,83.0
151820000283,Rho,0.46513057456270723,253.0
151700000015,Pero,0.46422438796330234,263.0
151460003065,Milano,0.46407143290034547,231.0
151540000022,Nerviano,0.4637308914394226,209.0
152110000125,Settimo Milanese,0.4632143073588701,115.0
151460004451,Milano,0.4630498085175769,87.0
151300000069,Magenta,0.4629026253437882,254.0
151570000103,Novate Milanese,0.46245818987783793,92.0
150120000046,Bareggio,0.46239181315240385,121.0
151300000005,Magenta,0.4622504018677834,92.0
151460004269,Milano,0.4622273143111106,351.0
151460003208,Milano,0.4607381669057191,272.0
151300000025,Magenta,0.46018983743474157,178.0
152430000045,Vittuone,0.45893733748524557,196.0
151660000011,Paderno Dugnano,0.4581581324475407,176.0
150770000018,Cinisello Balsamo,0.4578002753191133,116.0
151460004978,Milano,0.45773678453826333,64.0
151660000159,Paderno Dugnano,0.45716248156602896,214.0
150770000124,Cinisello Balsamo,0.4567469055459197,202.0
150410000009,Busto Garolfo,0.4567440196013356,347.0
151460002586,Milano,0.45662569587338786,126.0
150860000036,Cormano,0.4562534090220399,238.0
151890000102,Rozzano,0.4561379712386763,146.0
151060000027,Gessate,0.4552260127501032,79.0
150700000046,Cernusco sul Naviglio,0.45441794826655735,139.0
151420000025,Melzo,0.4541899586444141,435.0
150770000041,Cinisello Balsamo,0.45414089758648457,113.0
150770000179,Cinisello Balsamo,0.4537080058988707,215.0
151300000078,Magenta,0.45336169254877967,110.0
151660000019,Paderno Dugnano,0.45324625476541597,82.0
151460004129,Milano,0.45305866836745,204.0
150020000228,Abbiategrasso,0.452276577385161,79.0
151460005188,Milano,0.45192737809048594,165.0
150770000050,Cinisello Balsamo,0.451491600458288,162.0
151460004977,Milano,0.4513011281157379,137.0
151750000070,Pioltello,0.45110776982860373,186.0
151460003217,Milano,0.45014963622668513,135.0
151460003229,Milano,0.4501178908362602,143.0
151460005194,Milano,0.4496301662015486,217.0
150320000082,Bresso,0.4488249876625868,291.0
151820000178,Rho,0.44860276992961184,262.0
150590000074,Cassano d'Adda,0.44768792549645464,165.0
151700000023,Pero,0.44636904882152456,169.0
151460003218,Milano,0.44563313295258106,110.0
150590000009,Cassano d'Adda,0.4455494405596424,82.0
150600000044,Cassina de' Pecchi,0.44550326544629687,153.0
152130000012,Solaro,0.44536185416167634,242.0
151700000034,Pero,0.44531856499291506,81.0
151950000109,San Giuliano Milanese,0.44503429945138195,977.0
150770000045,Cinisello Balsamo,0.44494339219698303,230.0
150770000304,Cinisello Balsamo,0.44493184841864664,73.0
151460003067,Milano,0.4449289624740626,115.0
151080000026,Gorgonzola,0.44484959899800003,1013.0
151730000012,Pieve Emanuele,0.44473704715922047,1109.0
152290000019,Vanzago,0.4446071796529363,863.0
152430000048,Vittuone,0.44460285073606015,141.0
150610000003,Cassinetta di Lugagnano,0.44453214509374983,1239.0
152500000026,Baranzate,0.4444599964791476,1242.0
151460003245,Milano,0.44444412378393505,298.0
151080000019,Gorgonzola,0.4442464365799248,973.0
151400000033,Melegnano,0.44368656333061085,645.0
151050000021,Garbagnate Milanese,0.4435682396026631,757.0
151050000019,Garbagnate Milanese,0.44352206448931764,996.0
152500000034,Baranzate,0.44345857370846764,1134.0
151300000237,Magenta,0.44316276438859825,72.0
151950000071,San Giuliano Milanese,0.4430834009125356,758.0
151590000045,Opera,0.44295353340625154,595.0
152040000096,Sedriano,0.44294054665562316,162.0
151460003290,Milano,0.44293188882187084,169.0
150700000023,Cernusco sul Naviglio,0.4429015864037379,713.0
150870000012,Cornaredo,0.44278037673120596,782.0
152000000004,Santo Stefano Ticino,0.44267936867076274,1049.0
151050000031,Garbagnate Milanese,0.4425639308873991,936.0
151770000003,Pozzo d'Adda,0.4420156014164216,1111.0
151820000201,Rho,0.4419521106355715,619.0
151950000090,San Giuliano Milanese,0.44194056685723515,492.0
151770000004,Pozzo d'Adda,0.44187996202096924,949.0
150770000016,Cinisello Balsamo,0.4418525455474204,131.0
150120000035,Bareggio,0.4418179142124113,127.0
151460003249,Milano,0.4417111342627999,114.0
150740000047,Cesano Boscone,0.44154519244921453,914.0
150090000018,Arese,0.44146150005627594,482.0
150770000305,Cinisello Balsamo,0.44134461930062024,79.0
151460004303,Milano,0.44131287391019514,236.0
151890000149,Rozzano,0.44128545743664627,706.0
151850000006,Rodano,0.4412825714920622,621.0
151950000106,San Giuliano Milanese,0.44124794015705304,512.0
151460004133,Milano,0.4412407252955929,132.0
152200000020,Trezzano sul Naviglio,0.4412060939605838,96.0
151660000226,Paderno Dugnano,0.44119743612683143,124.0
151920000051,San Donato Milanese,0.4409160565298825,667.0
150820000001,Colturano,0.440650549628146,738.0
151460003068,Milano,0.44047017809164024,139.0
152110000091,Settimo Milanese,0.44027249088763,683.0
151460005189,Milano,0.4401440663536379,158.0
151590000018,Opera,0.43990308998086614,669.0
151890000098,Rozzano,0.4398092967818832,99.0
151440000002,Mesero,0.43977610841916615,826.0
151950000107,San Giuliano Milanese,0.4395740922982797,713.0
151700000020,Pero,0.43952936015722627,244.0
152500000024,Baranzate,0.43939227778948187,713.0
152100000005,Settala,0.43937207617739316,783.0
150700000060,Cernusco sul Naviglio,0.43931147134112725,583.0
151460006047,Milano,0.4392854978398705,424.0
151890000213,Rozzano,0.4388554920968407,462.0
151570000006,Novate Milanese,0.43878478645453056,88.0
152300000017,Vaprio d'Adda,0.4387328394520168,94.0
151710000109,Peschiera Borromeo,0.43868233542179524,475.0
150320000094,Bresso,0.43861595869636105,435.0
151700000037,Pero,0.43850196388528945,76.0
151460001258,Milano,0.4384976349684133,457.0
150090000066,Arese,0.43838508312963376,496.0
150620000018,Castano Primo,0.4382162553714643,355.0
150410000018,Busto Garolfo,0.43819605375937565,359.0
152110000083,Settimo Milanese,0.4379579633311881,528.0
151730000009,Pieve Emanuele,0.4376837985956993,454.0
151300000035,Magenta,0.43757557567379596,87.0
151080000018,Gorgonzola,0.43745869491814016,513.0
150400000007,Bussero,0.43744426519521973,576.0
150090000009,Arese,0.4373201695781037,415.0
151300000121,Magenta,0.4372812093262185,227.0
152210000008,Trezzo sull'Adda,0.4372220474622446,729.0
151460002572,Milano,0.43716288559827077,207.0
152500000035,Baranzate,0.437109495623465,872.0
152370000005,Vignate,0.437046004842615,617.0
151300000070,Magenta,0.4370012727015616,125.0
151850000007,Rodano,0.43674009471670117,609.0
150600000059,Cassina de' Pecchi,0.4367242220214888,175.0
151810000008,Rescaldina,0.4365178769837262,325.0
150770000046,Cinisello Balsamo,0.43651354806685,107.0
151080000006,Gorgonzola,0.43644861431370796,480.0
151050000023,Garbagnate Milanese,0.43640821108953065,649.0
151440000003,Mesero,0.43625814197115786,821.0
151920000020,San Donato Milanese,0.43582236433895993,402.0
151030000137,Gaggiano,0.43576897436415424,155.0
151920000052,San Donato Milanese,0.43575598761352585,514.0
151660000257,Paderno Dugnano,0.43560158957827694,116.0
151460005063,Milano,0.4354529634321962,394.0
151660000286,Paderno Dugnano,0.4354082312911427,226.0
150400000011,Bussero,0.4353837007621779,550.0
151660000346,Paderno Dugnano,0.43534762645487685,89.0
151750000113,Pioltello,0.4351816846412915,318.0
150740000033,Cesano Boscone,0.4351759127521233,392.0
151570000066,Novate Milanese,0.4351484962785745,95.0
150090000031,Arese,0.43495946690831644,350.0
151570000041,Novate Milanese,0.4348368142634925,93.0
151130000023,Inveruno,0.43464922786552657,245.0
151570000010,Novate Milanese,0.43464057003177425,195.0
151730000011,Pieve Emanuele,0.4345496627773753,634.0
152490000011,Vanzaghello,0.4345453338604992,443.0
152110000142,Settimo Milanese,0.4343793920469139,434.0
151460004232,Milano,0.43432600207210814,115.0
151710000020,Peschiera Borromeo,0.43390032524595457,414.0
150960000006,Cuggiono,0.43384260635427274,723.0
150740000025,Cesano Boscone,0.4333418949689328,206.0
152110000109,Settimo Milanese,0.43327840418808283,190.0
151180000061,Legnano,0.4331153483190815,565.0
151460004776,Milano,0.4330864888732407,171.0
151460004771,Milano,0.4329854808127974,475.0
151080000005,Gorgonzola,0.4329017884198587,381.0
150770000057,Cinisello Balsamo,0.43281376711004393,57.0
151180000022,Legnano,0.43278923658107915,370.0
152350000001,Vermezzo,0.4326680269085472,666.0
152210000010,Trezzo sull'Adda,0.432567018848104,573.0
151950000110,San Giuliano Milanese,0.4321485568834107,493.0
151050000026,Garbagnate Milanese,0.4321196974375697,653.0
150400000008,Bussero,0.43169257763912416,556.0
151460002825,Milano,0.43160888524618546,346.0
152050000045,Segrate,0.4315857976895128,337.0
151660000116,Paderno Dugnano,0.4314948904351139,95.0
151050000028,Garbagnate Milanese,0.43142129884821945,755.0
151830000003,Robecchetto con Induno,0.43126401486838656,677.0
150860000046,Cormano,0.4311052879162614,136.0
150960000005,Cuggiono,0.4309278023243397,613.0
151080000038,Gorgonzola,0.4306998127021965,457.0
151730000008,Pieve Emanuele,0.4304804809138054,579.0
152000000001,Santo Stefano Ticino,0.4303621571858577,579.0
151590000003,Opera,0.4302496053470781,379.0
150770000217,Cinisello Balsamo,0.43013128161913033,109.0
152430000063,Vittuone,0.43012695270225426,164.0
150960000001,Cuggiono,0.42998987033450975,696.0
151460004037,Milano,0.4297402361279859,262.0
151460006067,Milano,0.4293924798056027,418.0
151460003057,Milano,0.4293506336091334,155.0
